text,polarity
طب لما يغلوا #البنزين و #الكهرباء و #الغاز حيستعملوا #الفحم برضه فى توليد #الطاقه !؟ #لا_لغلاء_المعسل,Negative
عزيزي المتطرف: قبل أن تستخدم تعبير أسد في وصف شيخك، فكر قليلا في مشاعر السيدة والدته,Negative
اللهم انتقم منه انتقم من كل من فرح بدماء المسلمين والله لنقف يوم القيامة لنحاسبك اللهم حسرك على ابناءك,Negative
عادي الدكتوره تجي متاخره ثلث ساعه  بس مو عادي الطالبه تتأخر 5 دقايق #عشنا_وشفنا,Negative
تخيل انك تتشاجر في الشارع انت تضرب خصمك وهو يضربك ثم يظهر شخص لكى يفرق بينكما لكنك تكتشف انه يمسكك ليمكن خصمك منك هذا ما يحدث في مصر الان,Negative
الخازوق الإسبرطى,Negative
ممكن رئيس لسه جايب 51? من الأصوات في الإعادة ضد فل عليه بلاغات ممكن فجأة يلاقي 90? من نفس الشعب مؤيدين لديكتاتوريته؟,Negative
2) اعترف بالمطالب المشروعة المتعلقة بحكومة إنقاذ وطني وتعديل الدستور وتقنين وضع جماعة الإخوان كإطار للحوار، 3) أقر بإلزامية نتائج الحوار,Positive
ثأر #سيد_بلال وغيره سيلاحققك أيها الأفاق #برهامى #شيوخ_السلاطين #تجار_دين,Negative
# اعجبني رأيكوان رفضت التعميم سلبا اتفق معك ان موروث مصر الحضاري هو نواه مشروع الوسط للبناء عليه,Neutre
كل عام و أنتم بخير، تقبل الله منا و منكم صالح الأعمال,Positive
يالله فورا أول ما أستعيد السيطرة على الدي إم نتفق بالكتير على يوم الأربعإنت واحشني جدا,Positive
قرار وزير الثقافة يخالف قرار الإتحاد الدولي للمنتجين والسينمائيين في شأن عدم إسناد تنظيم مهرجان القاهرة لدكتور يوسف شريف رزق الله,Negative
حذار يا #عدلي_منصور ان تفرج عن #دومة كما طلب منك #ممدوح_حمزه ومن وقعوا ع بيانه من المهزأين الذين يطلبون التفريط فيما لا يملكون ولاتملك انت,Neutre
يوم الوفاء للرئيس؟! مين وفاء دي؟ مش واخد بالي,Negative
#حملة_الا_يوسف_الحسينى #يوسف_الحسيني حرقهم علشان كاشفهم من زمان أويغلطة ومش هيكرروها تاني …,Neutre
الاختيارات مش عاجبانى,Negative
اعلم أنه كلما نُزع منك في الأرض شيئا جميلاً سيخبئ لك شئ في السماء أجمل,Positive
يارب اجعلها لليلةة فرح لعشاق العالمي بالتوفيق ي نصرنا #النصر_الشباب,Positive
أتممت مهمتي كعضو لجنة تحكيم في مهرجان فينيسيا اليوم شاهدت 20 عرض وراضي بشكل عام عن نتيجة الأوريزونتي التي ستعلن في الختام كمان ساعتين,Positive
كتر خيرهم فعلا بيصلحوا غلطة مش بتاعتهم,Positive
أثبتت تجارب علمية أن مضموناً كالذي يقدمه رامز جلال يفسد الأطفال و ينخفض بمستوى ذكائهم و لهذا تمنعه دول متحضرة,Negative
مع اشراقة كل شمس نبدأ عملنا بروح نشيطة وهمة عالية ويد واحدة ونية متجددة أحلى صباح لأجمل متطوعين فى اعظم حملة,Positive
الارهاب تطور وصار من الحكومات ترهب الناس بالتفجيرات ثم تعلن انهم ارهابيين ومن يقول لهالا الاعلام ملكها,Negative
لو أنت من الناس اللي لم تؤيد أو تسكت عن ظلم أو فشل سواء في فترات #مبارك أو #المجلس_العسكري و #مرسي و #السيسي، قول,Negative
هل يتم تنفيذ القانون على امراء السعودية السجون في السعودية مليئة بآلاف المظلومين لمجرد انهم غير سعوديين وخصومهم سعوديون هل نحب لمصر,Negative
تفاؤلى بنجاح ثورتنا نابع من ايماني بأن ( الله لا يضيع أجر من أحسن عملا) ولا يوجد أحسن وأعظم عملا من أن يضحي الشعب,Positive
ميرسي يا يو…,Positive
أشارك اليوم في مبادرة فودافون لمحو الأمية,Neutre
سأتجه الآن إلى الملتزم (بين الحجر الأسود و باب الكعبة) هناك يستجاب الدعاء و هناك لصق النبي جسده بالكعبة و دعا الله كثيراً سأدعو لكم كثيراً,Positive
الدعم الصهيوني للإخوان أهدافه منع حماس من الهجوم على اسرائيل صراع سني شيعي يمزق المنطقةضمان تخلف مصر الدائم تحت حكم الاخوان الفاشي الفاشل,Negative
ابراهيم عقل نموذجا! #,Positive
يا رب فرج عنا اليوم هماً نراه بضعفنا كبير و هو برحمتك صغير,Neutre
طب إيه المشكلة في أشغال طريق فاضي؟ عشان مين يعرف يتحرك بالضبط إذا الناس روحت؟,Neutre
مصر رائدة التحولات الكبرى حسمت التحديات التي واجهت كل المنطقة كالغزو المغولي والبريطاني وستضع حداً للتيارالعلما…,Positive
اللهم إني أعوذ بك من المزايدين والمزايدات الرجالة منهم والستات,Negative
الاخت الفاضلة حسين فهمى صاحبة أشهر مواقف سياسية ترفض المصالحة مع الاخوان لانهم قتلة حد يقول للامورة أم شعر دهبي بلاش انتى يا حلوة,Neutre
إخلاء سبيل #سما_المصرى وتغريمها 20 ألف جنيه فى قضية بث قناة #فلول,Negative
شكرًا جزيلا,Positive
الكلام من برا السلطة حمادة والكلام من جوه السلطة حمادة تانى خالص,Neutre
إنت كإخوان عايزني أصدق فعلا إنك مؤمن بالتسامح والتنوع طب عيني عينك في تصريحات وجدي غنيم وشيوخ الطائفية اللي طلعتوهم منصة دعم الرئيس,Neutre
واضح إن أمي دعت عليا وأنا صغير وقالتلي روح ربنا يفرّج عليك خلقو، قام ربنا طلعني مذيع #,Positive
نعم انه #خالد_بن_الوليد رضي الله عنه يا من يفتخر ب #هتلر,Positive
ندوة توقيع رواية نادي السيارات الليلة السبت السابعة مساءً بفرع مكتبة أ - داندي مول >> التفاصيل :,Negative
تدوينة هامة,Positive
صحفي ألماني يروي تفاصيل ليلة مرعبة من التعذيب والإهانة بين المعتقلين المصريين في الأقسام والسجون,Positive
#الوطن| #الخارجية تدين الاعتداءات #الإسرائيلية على المصلين في المسجد الأقصى,Negative
عرض الاسبوع 10 ألاف متابع #درر #حكم #حكمه #حكمة #ابيات #النصر #الهلال #الفتح #كلمات #كلمة #بوح #الاتحاد [2287315],Positive
ماعندي شي اسمه احترمني انا اكبر منك عندي شي اسمه تحترمني احترمك غير كذا جب #الحكومة,Positive
#عيد_الأم يكفيني بقاء أمي حين يغيبون و حب أمي حين يتغيرون و قلب أمي إن غابت قلوبهم وهم حاضرون,Positive
62 سي بي سي:جنايات #شبرا_الخيمة تقضي بمعاقبة سارقي سيارة القيادي الإخواني #محمد_البلتاجي بالسجن 10سنوات مع الشغل ههههههههه #,Neutre
انهم يكتبونني بطل اكتوبر الفريق سعد الشاذلي يكتب عن الكذب على الشعب ورضوى عاشور تكتب عن الثورة بين اليأس والأمل,Positive
خمس الاف #الامارات #الهلال #النصر #السعودية #الكويت #قطر #الرياض #مكة #رتويت # #دبي #الشارقة # #غرد_بصورة 168,Negative
682 #الراتب_مايكفي_الحاجة #الاتحاد #الهلال #النصر #الاهلي #مرسي,Positive
لك منا كل احترام وتقدير يا اخلص وانظف وانقي رئيس وزراء في مصردهشام قنديل #اعتذروا_لهشام_قنديل #مرسي_رئيسي #انتخبوا_العرص #انصاف_الاخوان,Negative
احيي اخواني في حزب البناء والتنمية (الجماعة الاسلامية) علي موقفهم الوطني الرائع، حيث قدموا مصلحة الوطن علي انفسهم،وكانوا سببا في جمع الكلمة1,Positive
د علاء الأسواني: هل نذكر معاً المطالب التي خرج من أجلها الملايين ؟! أقرأ المقال كاملاً على هذا الرابظ:,Negative
حسبي الله ونعمه الوكيل فيك يامرسى انت وكلابك وخرفانك تعرية وسحل متظاهر والقبض عليه بقصر الإت,Negative
الجزيرة مباشر مصر : حمدي زوبة ينافس باسم يوسف لكن بثقل دممع السنيد سليم عزوز و شاهد ما شافش حاجة حسين عبد الفتاح اللى أختشوا ماتوا ,Negative
شكرا لكل من جاوبنى,Positive
انا مع خريطة طريق وجدول زمني للانتقال الديمقراطي ونطمئن من ثم المواطنات والمواطنين بأن مصر لن تكون مع حكم مجلس عسكري يستمر إلى ما لا نهاية,Positive
اتصلو بساويرس عشان القناة بتاعته تتولى مهمة خلع شفيق اعلاميا,Negative
القبض على ضابط أمريكى متقاعد بالشيخ زويد وبحوزته وثائق وبيانات عن سيناء وجهات سيادية تبدأ التحقيق معه,Negative
ياقوة الله ياقوة الشعب,Positive
تكاليف محاكمة مرسي تتجاوز 50 مليون جنيه الانقلاب انفق 50 مليون جنيه لمحاكمة فى زمن لم يتجاوز 50 دقيقة والشعب بيشحت,Negative
فيديو ترحيب حار من الأقباط لـ #توفيق_عكاشة و #مظهر_شاهين وتهاني الجبالي و #الزند بالكاتدرائية,Negative
ابعد عنهم ما انتاش قدهم #وايت_نايتس,Neutre
طب طلع ايسكو و #نزل_صلاح بقى,Neutre
#ثورة_الانترنت احنا بنطالب حركة #6_ميجا بالأنضمام معانا ونبقى ايد واحدة بقى,Negative
#رصد| العاملون بإسعاف #دمنهور يهدّدون بالإضراب الشامل هدّد عدد من العاملين بإسعاف دمنهور، اليوم,Negative
البرادعي قال علي رموز مصر اللي كان يقف معهم زباليين والسيسي قال لعامه الشعب انتو نور عنيناعلشان كده #سأنتخب_السيسي #تحيا_…,Positive
انشرُوا التذكير بالتكبير و أحيُوا سُنّة هذه العشر  الله أكبر الله أكبر لا إله إلا الله الله أكبر الله أكبر ولله الحمد …,Negative
هناك مكان في قاع الجحيم لمن اخترع تويتر,Negative
10 مصابين و 11 وفاة نتيجة التعذيب بمنطقتى رابعة والنهضة,Positive
لا سكر ولا زيت ولا غيره ومن يكتب هذا يردد كلاما فارغا وبالمناسبة سادعو قريبا لجمع تبرعات لقسم الحروق بجامعة أسيوط وهو في حالة سيئة جدا,Positive
#فيفي_عبده_الام_المثالية # آش أقول واش أضيف مالك وصيف اغنية الروعة,Negative
و الله تستاهل ياقلبي ليه تميل مكنت خالي انت اسباب كل كربي وانت اسباب ماجرالي ايه بقي اللي هايواسيني بعد ماتهدت امالي #محمد_محسن,Neutre
سيكتب التاريخ ان حركة 6ابريل ( بشقيها ) ضمت مجموعة من انبل واشجع شبان مصر كانوا طليعة الثورة ولازالوا يناضلون من اجل العدل والحرية,Negative
#اتجنن واخرج عن المألوف,Negative
#قضايا و #ملفات : #أطباء #الكبد: الإصابة بــ #فيروس_سى فى #مصر بلغت 200 ألف حالة سنوياً 80% منها تحدث من #المستشفيات,Negative
افتكر شخص تحبه بدعوة في السر فالدعاء في ظهر الغيب من الادعية المستجابة #دعوة_الصائم_لاترد,Negative
للاسف ما يسمى صفحة التراس باسم يوسف بدأوا يستعملوا لغة سيئة جدا وانا بعد ما ساندتها لا استطيع مساندة هذا الاسلوب السيئ,Negative
ياللا نحضر عيش و حلاوة؟ :),Negative
العصابة الموجودة في سجن طرة لا يزال لها رجالها وأموالها خارج السجن وتدير عملية الانف,Neutre
#الجيزة #مصر_مش_تكيه الفاعلية الثالثه لاحرار اكتوبر امام سنترال الحى السادس,Neutre
مرفق بالمحتوى لينك للفيديو,Positive
… #فودافون,Positive
#وزير_التموين: #الدعم لا يصل لمستحقيه وعودة #المجمعات_الاستهلاكية قبل رمضان || لمزيد من التفاصيل على الرابط,Positive
أطالب بمرسوم عزل سياسى لفلول الوطنى,Negative
انا لست روميو?يرونااقف مشدوها عاجزا و انت تطلين علي من شرفة،انا أحبك و لن اذهب،انا أحبك و سأمد يدي اتلمسك لنبقى فلقد خلقنا لأحبك #مصر,Positive
طلاب الجامعات قالوها اليوم عاليا لا دراسة ولا تدريس الا بعودة الرئيس صدامات واعتقالات وغدا ايقاف الدراسة او فوضي بالجامعات,Positive
#ديموقراطية بلا معارضة قوية مثل القاطرة بلا كوابح… #وعي #سياسة #نهضة,Negative
ريتويت يافنان,Negative
وزارة التخطيط تضع مشروعا لاصلاح الاقتصاد في مارس 2014 ليبدأ فى يونيو التالى طبعا لشعبهم,Negative
أهم لاعب في صناعة الديكتاتور هو من يواجه تجار الباطل والظلم بالصمت والرضا,Negative
#وائل_جمعة عمل المعلق بيقول مش هنعتبر وائل هو اللي عمله خلاص نعتبره #كمال_جمعة او #جمال_جمعة_جيمي :) :) :),Negative
شاهد - آخر كلام: قراءة في رؤية ناعوم تشومسكي لسياسة الولايات المتحدة تجاه مصر #,Negative
يَوْمَ يَفِرُّ ?لْمَرْءُ مِنْ أَخِيهِ * وَأُمِّهِ وَأَبِيهِ * وَصَ?حِبَتِهِ وَبَنِيهِ * لِكُلِّ ?مْرِىءٍ مِّنْهُمْ,Negative
_ أنا برضه اللي يخليه في حاله؟ توب انت وما لكش دعوة بغيرك,Negative
الحقيقة العارية,Negative
شاهد - آخر كلام: إضراب عمال النقل العام #,Neutre
مقال #عمرو_حمزاوي مرحلة جديدة من تزييف الوعي مسموعا من موقع #اقرأ_لي,Negative
التعليم في مصر ولله محتاج يتدمر من القاعدة ويتعمل له اعادة تدوير #كلام_و_كلام #يوسف_الحسيني #السادة_…,Neutre
#لما الموب بتاعي يبوظ #بس الايام مش سيباناااااا مش سيباناااا في حالنا :) :) 2,Neutre
كوز درة مشوي مكمورة في الغيط وعبد الحليم بيغني جانا الهوى #,Negative
#كلمه_بتتقال_في_البيت_كل_يوم وين رايح ؟,Positive
جمعة مباركة :),Positive
الفضل يعود اليوم لله ثم لشباب مصر الطاهر وشعبها الحي في ربوع مصر الذي أبهر العالم بسلميته وإصراره علي إستكمال ثورته,Negative
الغاء المكمل والتغييرات في قيادات الجيش قرارات تستجيب لقاعدة مستقرة في الدولة المدنية وهي خضوع المؤسسة العسكرية لإشراف المدنيين المنتخبين,Neutre
رسالة لكل أم من أمهات شباب وبنات صناع الحياة كل عام وأنتم بخير وشكراً لكم على تربيتكم لهؤلاء الشباب والبنات فهم,Neutre
فش الغل سيؤدي للقتل في النهاية لو انت يا ليبرالي يا بتاع الحريات مانبهتش لكده يبقى على بوصلتنا الاخلاقية السلام,Negative
صوتك للإخوان معناه الفقر يزيد لأنهم لازم يحافظوا عليه ويرعوه وكده قزازة الزيت وكيس السكر يلم أصوات الغلابة وينجحهم,Negative
صناع الحياة: مجموعة من الشباب جمعتهم المودة و الحب في الله و حثهم حبهم للخير في محاولة عمل إيجابي لإرضاء ربهم و,Neutre
وهذا هو الجزء الثاني من مناقشة كتاب خروج المصريين على الخلفاء والسلاطين لمن لايعرفون شيئا عن كفاح آبائهم وأجدادهم,Negative
بسمة أمل - جزاء مَنّ يسخر من الناس,Neutre
شاهد - آخر كلام: تعديل مشروع قانون عزل الفلول #,Negative
ورداً على تساؤل فيما خص ترشحه عن دائرة مصر الجديدة اجاب دعمرو ان الجامعات هى مساحة للعلم و ليست مساحة للدعاية الانتخابية,Negative
99: 55: 123 4 #توكل_كرمان هذه عاقه لوالدها ويصفها بقليلة الأدب ,Negative
بمناسبة #رمضانيات 3 ^_^ استنوا ف رمضان فقرات ومفاجأت كتير عالبيدج :) 5 3 :) وحملات و حاجات,Negative
بقيت كلما أتفرج على حلقة لباسم أفتكر صديقنا الجميل علاء ولي الدين الله يرحمه وأتخيله وهو بيقول للإخوان يالله ياللي باسم يوسف بيفشخ فيكو,Neutre
للأمانة الفيديواللى انتشر مش من أعتصام رابعة الفيديو من سيناء حسب الوصف اللى مع الفيديو ونازل من 3 أسابيع …,Neutre
رابط تحميل المعصرة عدد اليوم:مايطلبه المواطنون للرئيس الميمون والأبواب الثابتة ورسوم عمرو سليمأتمنى تعجبكم,Negative
#هذة_مصر عز و فخر لهذه الامة,Positive
مؤتمر حزب العدل لدعم #حمدين_صباحي رئيسا لمصر : حمدين صباحي: مشروعي هو قيام دولة مدنية خالية من الفساد,Neutre
شاهد - منتج فيلم مبارك و العائلة حسين الرزاز في آخر كلام #,Positive
شكرا جزيلا على الترجمة وتحياتي للأستاذة نادين،هو بس في آخر فقرة اللي قايل المقولة شاعر العامية ابن عروس وليس عمرو ابن العاص,Negative
يوسف الحسينى يتابع منذ ايام مايحدث للاقباط فى دلجا ويطالب المسؤولين بالتدخل واليوم سيطرت الشرطه والجيش …,Positive
#بيقولك_أعرف_بلدك القاهرةلقا، الأديان في مربع واحد هكذا أراد الله مصر واهلهاآمنين باذن الله #اخوان_ابليس,Negative
دعبد المنعم ابو الفتوح يتحدث عن ذكرياته لواقعة المشادة الكلامية بينه وبين الرئيس السادات,Negative
ألف صورة لألف شهيد من شهداء مجازر الانقلاب الدموي في #رابعة و #النهضة و #رمسيس و #الدقي …,Negative
عرض #لماذا_تتواجد_بتويتر #كذب_البنات #سولف_لنا_عن_طفولتك #لو_بس #ماأجملها_من_كلمة #في_العمق #تعليق_الدراسة [123070],Negative
كأن في الآية السابقة دليل على أن الأقرب للواقع يكون الأدرى بالمصلحة #بكفي_حصار #اضبطوا_شركاء_المخلوع # #اليمن #قطر #مصر #تونس,Positive
الوقوف دقيقة حداد على ارواح شهداء احداث سيناء وعلى شهداء ثورة 25 يناير في بداية المؤتمر الجماهيري,Neutre
#مبارك عنده أبناء و #مرسي عنده جماعة الوحيد اللي غلبان في البلد دي هو عدلي منصور تحسه إنه مقطوع من شجرة !,Positive
الجميل في المسلسل ان ماحدش فيكو بيحاول يقلد الشخصيات المثلت الفيلم,Positive
حتى اللى حكتله عن اللى سابوك و قالك ان معاك مش هسيبك سابك هو كمان #مبقتش_تفرق,Negative
اللقطات التى تنشر من لجنة كتابة الدستور توحى لنا ان مصر دولة بلا دين ولا اخلاق ولا قيم ولا تاريخ ولا رجال,Negative
نادى الاسير في #جنين يدعوا الى مساندة الاسرى الإداريين المضربين عن الطعام رفضا لسياسة الاعتقال الادارى الغير مبني …,Negative
للمعلم كتاب موجز وممتع عن التعليم الالكتروني #معرض_الكتاب #معرض_الرياض_للكتاب 2020 …,Negative
3_ 0 لأ ارجوك خلي دمك خفيف إيه ده؟ فين كتالوج الألشة؟,Negative
#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,Positive
#توفيق_عكاشة بيحكي عن هيفا وهبي هههه!دي كلها عمليات تجميل امبارح شفت صورها ع النت قبل التجميل دي تقرف عشان تعرفو احن…,Neutre
صفوت حجازي: و سوف تصبح العريش عاصمة للولايات العربية المتحدةبس نتلايم عليها الاول,Negative
بنحط جزء منها على تويتر لكن نص البيان بيكون على الفيسبوك او على الموقع /2011,Positive
#حمزة_نمرة انساان :),Positive
ده فيديو اوضح للناس وهى بتفتح المدرسة علشان تخرج الامن منها,Negative
دعبد المنعم أبو الفتوح لـ : فضلت خوض الانتخابات كمرشح مستقل لأمثل كافة طوائف الشعب المصرى,Negative
شاهد - تميم البرغوثي ومصطفى سعيد في الذكرى الأولى للثورة فى آخر كلام #,Positive
معنى هام جداً نحتاجه بشدة في هذه الأيام في بلادنا,Negative
شاهد - آخر كلام: لماذا مليونية الجمعة 8 يوليو # والد أحد شهداء,Positive
رحم الله السيد منصور حسن ، غفر الله له وألهم أسرته الصبر والسلوان,Positive
بسمة أمل - هدية لعودة الحب لحياتنا,Positive
#الوطن | رئيس المجلس المصري للشؤون الخارجية يغادر إلى #نيويورك #مصر #اخبار,Neutre
يا عمر سيبك من كل دة فى حملة منظمة لتشوية ثورة 25 يناير ورموزها أقرأ مقالة مصطفى النجار فى اليوم7النهاردة وشوف …,Negative
تابعوا الدكتور عمرو حمزاوي على قناة الجزيرة مباشر في تمام الحادية عشر والنصف مساء,Negative
الطرق السلميه والمتحضرة هي في ظننا احد سبل النضال السلمي والمشروع للضغط علي الحكومات في المنطقه لتنهج منهج استقلالي,Negative
أمل الجمل: عن الشتا اللي فات وشتاءات أخرى مقبلة,Negative
أون تى في تعيش سكرات الموت وهى تتحرك خلف الشرطة والجيش لتصور علي الهواء تمثيليات القبض علي الإرهاب,Negative
قصة حدثت لي في مطار القاهرة أثناء عودتي من مكة بعد تصويري لبرنامج باسمك نحيا وكان عن أسماء الله الحسني - وكانت,Negative
نرفض التدخل في تشكيل الحكومة الجديدة من أي جهة أو حزب ونرفض أي شكل من أشكال الضغط على قرارت عصام شرف,Negative
1 كما سجلت أكثر من مرة قبل30 يونيو وبعده، مصر وقعت فريسة لفاشية دينية محرضة على العنف ولفاشية قمع وإقصاء وعنف زيفا باسم المصلحة الوطنية,Neutre
#خلق_جميل عندما يفضح احد الاصدقاء اسرارك ولا تقوم انت بالمثل,Positive
: أنا أنتظرك لأنني لا أجد شيئاً آخر يُسليني في غيابگ عنّي ! #اعترافات_ليلية,Negative
ياسر أبو عمّار في #سياسة_في_دين :علي الجزيره غيّرت موقفي من حزب #النور بسبب مواقفه المخزية مع الرّئيس #محمد_مرسي,Neutre
تحذيرات قوات الأمن لسكان رابعة والمتظاهرين قبل فض الاعتصام #السادة_المحترمون,Negative
: كاتب فى جريدة القدس يفترض أنه ناصري و مش إخوانى ؟ ؟ ؟ ؟ سليم عزوز,Negative
لابد من إقالة وزير الداخلية ومدير أمن بورسعيد ومحافظها فورا أرسلت للدكتور الكتاتني مطالبا بجلسة استثنائية غدا لمجلس الشعب,Negative
#كافيه_تويتر_في_مصر حضرتك مفيش فكة تاخد بالباقي ريتويتس,Negative
#نبض_نيوز اا #جمعة_الغضب اا بالفيديو موقع أمريكي يرصد مذبحة رمسيس بجمعة الغضب حجارة معارضي الانقلاب في مواجهة …,Negative
برحيل صالح تضع ثورة اليمن أقدامها على أول طريق النصر،نثق فى قدرة شعبنا اليمنى على توحيد الصف لاستكمال أهداف الثورة،مبروك لليمن وعقبال سوريا,Positive
حكمة الأسبوع: لكي يصدقك الناس عندما تشكو من إرث الإخفاقات الهائلة التي تركها لك النظام السابق لا ترث عن نفس النظام سياساته الفاشلة,Negative
القرآن الكريم مُعَّلق في بيوتنا ولكن لم نشعر أننا هجرناه كما شعرنا أن #الواتساب_معلق ! آخر حالة ظهور للمصحف عند البعضر…,Neutre
يحسب للرئيس مبارك انه حكم مصر وهى تتحدث عن نفسها وبعد ربع قرن من الحكم جعلها تتحدث مع نفسها #بلال_فضل,Neutre
مترو موسكو، أو قصر تحت الأرض كما يوصف أحيانًا بسبب فخامة تصميمه الكلاسيكي،، #عمارة #روسيا #تصميم #تصميم_داخلي #مترو …,Negative
ماكنتش متخيل إن إعادة نشر تعريفات الجاموس المحيط على تويتر بيخليها تنتشر كده مع إني كاتبها من 2005 ومابعدهكل يوم هانزل شوية كده بإذن الله,Negative
تنمية محور قناة السويس يعد مشروعا قوميا #السادة_المحترمون,Positive
1 تم الاستماع إلى أقوالي اليوم في البلاغ المقدم من أحد المحامين، وليس من قضاة، ضدي في 17 يونيو 2013 بزعم أن إحدى التغريدات بها إهانة للقضاء,Negative
بيع متابعين #السعودية #الكويت #برشلونة #النصر #الهلال #الإتحاد #الإمارات #الرياض #الدمام #بوح #عمان #دبي #جدة 051,Negative
المصري اليوم| السفير حسام القاويش، المتحدث باسم #مجلس_الوزراء، للإعلامية #جيهان_منصور في برنامج #صباح_التحرير:,Positive
السادة الأفاضل بجريدة المصري اليوم عن الخبر المنشور حول إلغاء ندوة لي بنادي الشمس للدعاية الانتخابية الخبر غير صحيح,Positive
من ذكريات #الأقصر متحف التحنيط,Positive
#في_حاجة_صح ان الجيش المصرى قوى ومتماسك,Negative
من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان :  كيف للرئيس أن ينام ؟!  على هذا الرابط >>,Positive
دباسم يوسف عمل برنامج البرنامج و #فسسسسسس,Negative
لا للصدام بين الشعب والجيش ولا لاستخدام العنف ضد المتظاهرين سلميا وحدة الصف الآن هى أهم ضمانة لاستكمال أهداف الثورة ومسيرتها,Negative
الشعوب لا تنهض بالكلام والظواهر الصوتية لم ولن تحدث فارقا يذكر عبر التاريخ!,Negative
سي بي سي:#إبراهيم_محلب يشارك باحتفالية تنزانيا اليوم بمناسبة العيد الخمسين للوحدةنيابة عن الرئيس #عدلي_منصور #,Neutre
وحدوا الله يا جماعة وبلاش إشاعات عن مفاجآت عشان مش عايزين إحباطات كل الحكاية ملف معقد هنحاول نفهمه مع بعض :),Positive
#هننضف_لو بطلنا تحرش,Negative
_ مبارك سحبه مرتين بالفعل راجع معلوماتك,Negative
عاجل القبض على محمد بديع مرشد الإخوان المسلمين فى شقة سكنية ب  رابعة العدوية ,Negative
عقبالنا :))),Positive
#أحمد_موسى معروف بقربه من #أمن_الدولة | أخبار الموجز …,Neutre
لما تتأسف وتعترف بغلطك دا شيء إسمو #خلق_جميل,Negative
بعد قليل ننشر لكم فيديو من ندوة دعلاء الأسواني من ساقية الصاوي بتاريخ 14-6-2012 ويوضح موقف دالأسواني من انتخابات الإعادة الأدمن,Negative
لا شك ان فهمى هويدى أخطأ ومن الاخطاء ما يصل الى مرتبة الكوارث لكنه يمتلك ارثا طيبا يسمح لنا بعتابه دون عقابه,Negative
#إيران: أول اختبار لـ #روحاني بعد رفع سعر #البنزين,Negative
بعد الانفاق في معسكر اعداد وملابس وكتيب المشاركة في العاب الفرانكفون وقبل 24 ساعة من السفر الغى طاهر ابو زيد,Negative
دعلاء الأسواني: هل حدث من قبل في نظام ديمقراطي ان سحب شعب الثقة من رئيسه المنتخب ؟! >> …,Negative
المعتصمون داخل مسجد الفتح يستخدمون طفايات الحريق ويتهمون الجيش بإطلاق قنابل الغاز عليهم #السادة_المحترمون …,Neutre
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 458,Negative
علوم الإمارات - | العثور على 3 خادمات هاربات عبر حساباتهن في فيس بوك #الإمارات #,Neutre
#منى_سيف : لا للمحاكمات العسكرية للجواسيس اللى بيتعاونوا مع اسرائيل ! #تويت_كأنك_ناشط_ايام_حرب_اكتوبر,Negative
اعظم نادى فى الكون #الاهلى,Negative
محمد بديع: أطلب من أبي محمد حسني مبارك أن يرفع الظلم على المسجونين #مصر #فلسطين #تونس #قطر #سوريا #الإمارات #لبنان,Negative
مطلعتش أنا زي ماكنتي بتقولي اول و اخر حبيب لحقتي عرفتي و دوبتي و عشيقتي لحقتي نسيتي و هجرتي و بعتي #عزيز_الشافعي,Positive
ندوة دعلاء الأسواني الليلة السابعة مساءً بالمقطم التفاصيل >>,Negative
أتابع ما يحدث اليوم وسأعلق عليه خلال الساعات القادمة، وحزب مصر الحرية يصدر بيانا الآن,Negative
لا افهم سبب الاصرار على قانون الانتخابات الذي رفضت كل القوى الوطنية والسياسية د عبد المنعم أبو الفتوح في ندوة بنادي هليوبوليس,Negative
#الملعب | إيهاب عبدالله رئيس نادي #دمنهور:فريق الكرة بالنادي يعتمد على مجموعة من اللاعبين صغار السن ونأمل تحقيق نتائج طيبة الفترة المفبلة,Negative
الاهرام رجع زى أيام هيكل البلد زى الفل بس تعبانة شوية وقواتنا تقترب من تل ابيب بس اسرائيل ضربت كل مطارتنا,Positive
ليس من الاسلام القتل والحرق واثارة الفزع والتعدي …,Negative
شاهد - القضية واحد واحد واحد صفر في آخر كلام #,Negative
جولة #السوري الحر بدرعا || جولة مع أمير الإقتحام #جبهة النصرة في تل الجا: عبر,Positive
#خلق_جميل الشعور بالغير,Negative
خلاص يازين من حبهم عزلنا #اكتب_عبارة_على_باب_قلبك,Neutre
#متصدر_لاتكلمني,Neutre
تكريم الجنزورى وا?ستعانة بخبرته كمستشار رسالة الى كل رجال العهود السابقة ان مصر فى حاجة الى خبراتهم وأنه ? تهميش و? إ,Negative
كان حلم حلو فى اوله شوقنى انى اكمله  #25_يناير,Neutre
عندما تقرأ أن السعودية والامارات والكويت والاردن تؤيد التحول الديمقراطى فى مصر بعد الانقلاب تموت من الضحك 4 دول,Neutre
أعلنا اليوم تأسيس حزب الدستور الجديد في جو مليء بالحماس والتفاؤل وفقنا الله لما فيه خير الوطن,Negative
